origin_type,group,reference_filename,reference_relative_path,provisional_filename,provisional_relative_path,evolution,status,sha256,visual_qa
B02-FAU,fauna,aachat-level-05-b02-fau-cand-09-09-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-09-09-256.png,aachat-ascend-fauna-unlinked-abyssal.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-abyssal.png,abyssal,accepted,7b12070c20d5811d31e5c9d7e97367ce011b6fa7a699409f96df034807724d79,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-09-16-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-09-16-256.png,aachat-ascend-fauna-unlinked-anubis.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-anubis.png,anubis,accepted,4c103d8cdcc2eef4515102f10a1f707f1452d0b7427e92b9c42b3127573e1ecd,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-12-04-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-12-04-256.png,aachat-ascend-fauna-unlinked-duckling.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-duckling.png,duckling,accepted,d961406fd66e1c6b65241944ca2dd7843331195b5d0fe4fada848bfe6eb54a88,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-12-17-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-12-17-256.png,aachat-ascend-fauna-unlinked-yeti.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-yeti.png,yeti,accepted,f9ae246f0e9500463be23952d69eb55dd2ee169e4f40d6e4a3d3a1774d1615ea,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-13-06-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-13-06-256.png,aachat-ascend-fauna-unlinked-shark.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-shark.png,shark,accepted,deb4c07238bddba31d1c35cb77de334ff4d0e3ba9c4e81a07f289a8843c88144,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-13-12-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-13-12-256.png,aachat-ascend-fauna-unlinked-puppy.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-puppy.png,puppy,accepted,7c07ed6114437e39d9616ec4622cf4a8782e7310511807029438fcdd47e90d63,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-13-16-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-13-16-256.png,aachat-ascend-fauna-unlinked-prismhorn.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-prismhorn.png,prismhorn,accepted,4afb8c20056a8e0f754b186d207bae182fe38675276c4af21c93dabca7c570b6,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-13-18-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-13-18-256.png,aachat-ascend-fauna-unlinked-flamingo.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-flamingo.png,flamingo,accepted,1e13dce5f48888765eb542b33deeee32d5186f3b9ac1b13a9882745ff831441d,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-13-20-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-13-20-256.png,aachat-ascend-fauna-unlinked-tentacrown.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-tentacrown.png,tentacrown,accepted,8270520f38441caae03dfe94f67b94cb2bdac83ed9ef7b49881390a45016af78,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-15-04-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-15-04-256.png,aachat-ascend-fauna-unlinked-quackguard.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-quackguard.png,quackguard,accepted,456fdd8ba93df148dfbbde4d74ca653915082a160ef2f8d1ec33168f8ae225fd,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-15-17-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-15-17-256.png,aachat-ascend-fauna-unlinked-snowplume.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-snowplume.png,snowplume,accepted,e4bab226d9bf8b6edfae0a62eb864ebbb75d0e56fe884434a6c8894b0285407f,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-16-06-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-16-06-256.png,aachat-ascend-fauna-unlinked-zebrasignal.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-zebrasignal.png,zebrasignal,accepted,937bb7b8f53483456325a71e1203b917cf9aad4f4454ac629dc69f6495446c0f,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-16-09-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-16-09-256.png,aachat-ascend-fauna-unlinked-owlscholar.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-owlscholar.png,owlscholar,accepted,7a15999720664261f60b456747a358e93c7522269be833930c1f65eacf6997d8,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-16-12-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-16-12-256.png,aachat-ascend-fauna-unlinked-tigercheck.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-tigercheck.png,tigercheck,accepted,8c1caaff78bf8964058cbcfc2cd14e1575e26a23ad2736eaf05aff7e2fd74a13,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-16-14-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-16-14-256.png,aachat-ascend-fauna-unlinked-pandachain.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-pandachain.png,pandachain,accepted,84b9ebb20d7c5d098c7ff6df3e1e282dfa6771ceb757d9a08f91471d000c4a72,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-16-18-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-16-18-256.png,aachat-ascend-fauna-unlinked-corvus.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-corvus.png,corvus,accepted,b78a098f070d36ec46e6e96e8da95fbf7d38c43460f11a945de8bf8faab01cd9,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-17-01-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-17-01-256.png,aachat-ascend-fauna-unlinked-sunbather.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-sunbather.png,sunbather,accepted,2596bdc817bf5ace281f0eb0aca453936a49f829011f7dd5f21cc8b94b93bfd4,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-17-02-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-17-02-256.png,aachat-ascend-fauna-unlinked-wrenchling.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-wrenchling.png,wrenchling,accepted,59a38d3602139cd1e09278146b72e8500e79e09a513bab535c59412a8b9747f6,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-17-04-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-17-04-256.png,aachat-ascend-fauna-unlinked-pedagogue.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-pedagogue.png,pedagogue,accepted,ea876b83e30dc0bd56c107ad6eb8a01532208671a3302ded6acb022f45692b85,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-17-09-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-17-09-256.png,aachat-ascend-fauna-unlinked-illuminator.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-illuminator.png,illuminator,accepted,0767c9ca6a011f33c16bd571738a6f075069ceaeb43077bea46f4438c8ed0854,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-17-10-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-17-10-256.png,aachat-ascend-fauna-unlinked-inkveil.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-inkveil.png,inkveil,accepted,5425bf04b89d51604d56bba11e47dfbe170ae4c3ee92d43552f84b59e3286c99,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-17-14-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-17-14-256.png,aachat-ascend-fauna-unlinked-pinstripe.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-pinstripe.png,pinstripe,accepted,0888a30540bf66366b9fb6115f031fc9c0ecfa9021b5840233e1607181cbcf27,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-17-19-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-17-19-256.png,aachat-ascend-fauna-unlinked-carapace.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-carapace.png,carapace,accepted,9e01013e514911e0706598cb89e4308425058555bb3f431cb29d3b88ad69c4b1,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-18-03-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-18-03-256.png,aachat-ascend-fauna-unlinked-lotusglass.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-lotusglass.png,lotusglass,accepted,36165bfe188ceab180232079507f30b79925a1d9112499793028bdf93ab77260,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-18-07-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-18-07-256.png,aachat-ascend-fauna-unlinked-plumage.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-plumage.png,plumage,accepted,3fbfbb56646789d780a0c01e0f1f8e43ff12bf45f8b6661155edad12d03748fc,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-18-15-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-18-15-256.png,aachat-ascend-fauna-unlinked-apiary.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-apiary.png,apiary,accepted,85cdc220ff843731903a5b95be7c60ca51e8a9f552502e11426fbdea82e84e03,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-19-05-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-19-05-256.png,aachat-ascend-fauna-unlinked-phoenix.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-phoenix.png,phoenix,accepted,7d9db760b2c118a9728ac21cfdb07b96f6f2c7e961e2ab29ba5799bbbf429479,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-19-06-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-19-06-256.png,aachat-ascend-fauna-unlinked-tidepool.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-tidepool.png,tidepool,accepted,785cdaf09b12c4d3ae60457606efe33c16194002d9ec6235c227015368303b76,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-19-10-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-19-10-256.png,aachat-ascend-fauna-unlinked-noctua.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-noctua.png,noctua,accepted,5ced3fa2fab97a36936a4b7b30235c4ba9d7ef20d59e714a05d6510954f8dee3,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-19-12-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-19-12-256.png,aachat-ascend-fauna-unlinked-umbracat.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-umbracat.png,umbracat,accepted,3d9d01bee99200a0183558fe7dbfebc448461d92d00c1e9cf2d939427a11d0f4,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-19-14-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-19-14-256.png,,,,pending,,
B02-FAU,fauna,aachat-level-05-b02-fau-cand-19-18-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-19-18-256.png,aachat-ascend-fauna-unlinked-harvestwing.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-harvestwing.png,harvestwing,accepted,06493338c5988191fa5317c893025a50951a8125096f84679634bd1881d9465e,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-20-01-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-20-01-256.png,aachat-ascend-fauna-unlinked-courierwing.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-courierwing.png,courierwing,accepted,5745cdf870d08a4db42d533a0474b5fd210193c349c5f9fea379f432336d4090,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-20-03-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-20-03-256.png,aachat-ascend-fauna-unlinked-nacrethrone.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-nacrethrone.png,nacrethrone,accepted,6f6b5eff6907e3f0dab7895a2571f58d5636b4e9060b07194fcf3700000bf267,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-20-11-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-20-11-256.png,aachat-ascend-fauna-unlinked-medusanaut.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-medusanaut.png,medusanaut,accepted,2ec6b7435fc863d266e58b5ebaddf30179a0ef1dc2c5575df24a03acc99df192,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-20-14-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-20-14-256.png,aachat-ascend-fauna-unlinked-chronohare.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-chronohare.png,chronohare,accepted,e0da770a8bb3a5395172b0e912b5041343eea6111959ac2e8c803165deda74d0,pass
B02-FAU,fauna,aachat-level-05-b02-fau-cand-20-20-256.png,B02-FAU__Fauna/aachat-level-05-b02-fau-cand-20-20-256.png,aachat-ascend-fauna-unlinked-gardenwing.png,B02-FAU__Fauna/aachat-ascend-fauna-unlinked-gardenwing.png,gardenwing,accepted,57355bb3e76326e509b3743002b8f41d8a2c1ac246aa66865131cc6f8ae889b5,pass
B09-ECH,echo,aachat-level-05-b09-ech-cand-16-08-256.png,B09-ECH__Secret_Echo/aachat-level-05-b09-ech-cand-16-08-256.png,aachat-ascend-echo-unlinked-cortex.png,B09-ECH__Secret_Echo/aachat-ascend-echo-unlinked-cortex.png,cortex,accepted,8ffe7aabb128de8a376f3baca0f332941ec265ab54a8fc3819c46dfecea6e327,pass
B09-ECH,echo,aachat-level-05-b09-ech-cand-16-10-256.png,B09-ECH__Secret_Echo/aachat-level-05-b09-ech-cand-16-10-256.png,,,,pending,,
B10-ANO,anomaly,aachat-level-05-b10-ano-cand-06-09-256.png,B10-ANO__Secret_Anomaly/aachat-level-05-b10-ano-cand-06-09-256.png,,,,pending,,
B10-ANO,anomaly,aachat-level-05-b10-ano-cand-06-18-256.png,B10-ANO__Secret_Anomaly/aachat-level-05-b10-ano-cand-06-18-256.png,,,,pending,,
B10-ANO,anomaly,aachat-level-05-b10-ano-cand-07-12-256.png,B10-ANO__Secret_Anomaly/aachat-level-05-b10-ano-cand-07-12-256.png,,,,pending,,
B10-ANO,anomaly,aachat-level-05-b10-ano-cand-10-23-256.png,B10-ANO__Secret_Anomaly/aachat-level-05-b10-ano-cand-10-23-256.png,,,,pending,,
B10-ANO,anomaly,aachat-level-05-b10-ano-cand-12-19-256.png,B10-ANO__Secret_Anomaly/aachat-level-05-b10-ano-cand-12-19-256.png,,,,pending,,
B10-ANO,anomaly,aachat-level-05-b10-ano-cand-13-10-256.png,B10-ANO__Secret_Anomaly/aachat-level-05-b10-ano-cand-13-10-256.png,,,,pending,,
B10-ANO,anomaly,aachat-level-05-b10-ano-cand-13-14-256.png,B10-ANO__Secret_Anomaly/aachat-level-05-b10-ano-cand-13-14-256.png,,,,pending,,
B10-ANO,anomaly,aachat-level-05-b10-ano-cand-15-19-256.png,B10-ANO__Secret_Anomaly/aachat-level-05-b10-ano-cand-15-19-256.png,,,,pending,,
B10-ANO,anomaly,aachat-level-05-b10-ano-cand-19-04-256.png,B10-ANO__Secret_Anomaly/aachat-level-05-b10-ano-cand-19-04-256.png,,,,pending,,
